date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:53:50	54462/54462	---M--	200	added ('OK')	image/jpeg	etag:%2267c5423b-d4be%22	https://html.awaikenthemes.com/gitar/images/collection-image.jpg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/collection-image.jpg	(from https://html.awaikenthemes.com/gitar/about.html)
08:53:50	16097/16097	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c54248-3ee1%22	https://html.awaikenthemes.com/gitar/images/icon-collection-item-1.svg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/icon-collection-item-1.svg	(from https://html.awaikenthemes.com/gitar/about.html)
08:53:50	9190/9190	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c54249-23e6%22	https://html.awaikenthemes.com/gitar/images/icon-collection-item-2.svg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/icon-collection-item-2.svg	(from https://html.awaikenthemes.com/gitar/about.html)
08:53:50	18286/18286	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c5424a-476e%22	https://html.awaikenthemes.com/gitar/images/icon-service-1.svg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/icon-service-1.svg	(from https://html.awaikenthemes.com/gitar/services.html)
08:53:51	35931/35931	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c5424a-8c5b%22	https://html.awaikenthemes.com/gitar/images/icon-service-2.svg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/icon-service-2.svg	(from https://html.awaikenthemes.com/gitar/services.html)
08:53:51	25252/25252	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c5424b-62a4%22	https://html.awaikenthemes.com/gitar/images/icon-service-3.svg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/icon-service-3.svg	(from https://html.awaikenthemes.com/gitar/services.html)
08:53:51	25351/25351	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c5424b-6307%22	https://html.awaikenthemes.com/gitar/images/icon-service-4.svg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/icon-service-4.svg	(from https://html.awaikenthemes.com/gitar/services.html)
08:53:51	21282/21282	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c5424b-5322%22	https://html.awaikenthemes.com/gitar/images/icon-service-5.svg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/icon-service-5.svg	(from https://html.awaikenthemes.com/gitar/services.html)
08:53:52	40352/40352	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c5424b-9da0%22	https://html.awaikenthemes.com/gitar/images/icon-service-6.svg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/icon-service-6.svg	(from https://html.awaikenthemes.com/gitar/services.html)
08:53:52	983737/983737	---M--	200	added ('OK')	image/png	etag:%2267c54254-f02b9%22	https://html.awaikenthemes.com/gitar/images/section-bg-circle-shape.png	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/section-bg-circle-shape.png	(from https://html.awaikenthemes.com/gitar/css/custom.css)
08:53:53	151120/151120	---M--	200	added ('OK')	image/jpeg	etag:%2267c54253-24e50%22	https://html.awaikenthemes.com/gitar/images/post-4.jpg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/post-4.jpg	(from https://html.awaikenthemes.com/gitar/blog.html)
08:53:53	155675/155675	---M--	200	added ('OK')	image/jpeg	etag:%2267c54253-2601b%22	https://html.awaikenthemes.com/gitar/images/post-5.jpg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/post-5.jpg	(from https://html.awaikenthemes.com/gitar/blog.html)
08:53:53	3534/3534	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c5424c-dce%22	https://html.awaikenthemes.com/gitar/images/icon-sidebar-cta-box.svg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/icon-sidebar-cta-box.svg	(from https://html.awaikenthemes.com/gitar/service-single.html)
08:53:53	154043/154043	---M--	200	added ('OK')	image/jpeg	etag:%2267c5425a-259bb%22	https://html.awaikenthemes.com/gitar/images/service-featured-image.jpg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/service-featured-image.jpg	(from https://html.awaikenthemes.com/gitar/service-single.html)
08:53:54	152463/152463	---M--	200	added ('OK')	image/jpeg	etag:%2267c54257-2538f%22	https://html.awaikenthemes.com/gitar/images/post-6.jpg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/post-6.jpg	(from https://html.awaikenthemes.com/gitar/blog.html)
08:53:54	132056/132056	---M--	200	added ('OK')	image/jpeg	etag:%2267c5425a-203d8%22	https://html.awaikenthemes.com/gitar/images/service-entry-image.jpg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/service-entry-image.jpg	(from https://html.awaikenthemes.com/gitar/service-single.html)
08:53:54	158044/158044	---M--	200	added ('OK')	image/jpeg	etag:%2267c54235-2695c%22	https://html.awaikenthemes.com/gitar/images/album-image-5.jpg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/album-image-5.jpg	(from https://html.awaikenthemes.com/gitar/albums.html)
08:53:54	144048/144048	---M--	200	added ('OK')	image/jpeg	etag:%2267c54237-232b0%22	https://html.awaikenthemes.com/gitar/images/album-image-7.jpg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/album-image-7.jpg	(from https://html.awaikenthemes.com/gitar/albums.html)
08:53:55	148434/148434	---M--	200	added ('OK')	image/jpeg	etag:%2267c54236-243d2%22	https://html.awaikenthemes.com/gitar/images/album-image-8.jpg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/album-image-8.jpg	(from https://html.awaikenthemes.com/gitar/albums.html)
08:53:55	143301/143301	---M--	200	added ('OK')	image/jpeg	etag:%2267c5423a-22fc5%22	https://html.awaikenthemes.com/gitar/images/album-image-9.jpg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/album-image-9.jpg	(from https://html.awaikenthemes.com/gitar/albums.html)
08:53:55	10025/10025	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c54245-2729%22	https://html.awaikenthemes.com/gitar/images/icon-album-detail-1.svg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/icon-album-detail-1.svg	(from https://html.awaikenthemes.com/gitar/album-single.html)
08:53:55	151792/151792	---M--	200	added ('OK')	image/jpeg	etag:%2267c54234-250f0%22	https://html.awaikenthemes.com/gitar/images/album-image-6.jpg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/album-image-6.jpg	(from https://html.awaikenthemes.com/gitar/albums.html)
08:53:55	1379/1379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c54246-563%22	https://html.awaikenthemes.com/gitar/images/icon-album-detail-2.svg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/icon-album-detail-2.svg	(from https://html.awaikenthemes.com/gitar/album-single.html)
08:53:56	21917/21917	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c54247-559d%22	https://html.awaikenthemes.com/gitar/images/icon-album-detail-3.svg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/icon-album-detail-3.svg	(from https://html.awaikenthemes.com/gitar/album-single.html)
08:53:56	19673/19673	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c54247-4cd9%22	https://html.awaikenthemes.com/gitar/images/icon-album-detail-4.svg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/icon-album-detail-4.svg	(from https://html.awaikenthemes.com/gitar/album-single.html)
08:53:56	10654/10654	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c54248-299e%22	https://html.awaikenthemes.com/gitar/images/icon-album-detail-5.svg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/icon-album-detail-5.svg	(from https://html.awaikenthemes.com/gitar/album-single.html)
08:53:57	127225/127225	---M--	200	added ('OK')	image/jpeg	etag:%2267c5422f-1f0f9%22	https://html.awaikenthemes.com/gitar/images/album-artist-image.jpg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/album-artist-image.jpg	(from https://html.awaikenthemes.com/gitar/album-single.html)
08:53:58	273382/273382	---M--	200	added ('OK')	image/jpeg	etag:%2267c5427a-42be6%22	https://html.awaikenthemes.com/gitar/images/team-5.jpg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/team-5.jpg	(from https://html.awaikenthemes.com/gitar/team.html)
08:53:58	314145/314145	---M--	200	added ('OK')	image/jpeg	etag:%2267c5427c-4cb21%22	https://html.awaikenthemes.com/gitar/images/team-8.jpg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/team-8.jpg	(from https://html.awaikenthemes.com/gitar/team.html)
08:53:58	336209/336209	---M--	200	added ('OK')	image/jpeg	etag:%2267c5427b-52151%22	https://html.awaikenthemes.com/gitar/images/team-6.jpg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/team-6.jpg	(from https://html.awaikenthemes.com/gitar/team.html)
08:53:58	166557/166557	---M--	200	added ('OK')	image/jpeg	etag:%2267c54245-28a9d%22	https://html.awaikenthemes.com/gitar/images/gallery-8.jpg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/gallery-8.jpg	(from https://html.awaikenthemes.com/gitar/image-gallery.html)
08:53:59	162289/162289	---M--	200	added ('OK')	image/jpeg	etag:%2267c54242-279f1%22	https://html.awaikenthemes.com/gitar/images/gallery-9.jpg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/gallery-9.jpg	(from https://html.awaikenthemes.com/gitar/image-gallery.html)
08:53:59	257399/257399	---M--	200	added ('OK')	image/jpeg	etag:%2267c54283-3ed77%22	https://html.awaikenthemes.com/gitar/images/team-7.jpg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/team-7.jpg	(from https://html.awaikenthemes.com/gitar/team.html)
08:53:59	122446/122446	---M--	200	added ('OK')	image/png	etag:%2267c5422d-1de4e%22	https://html.awaikenthemes.com/gitar/images/404-error-img.png	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/404-error-img.png	(from https://html.awaikenthemes.com/gitar/404.html)
08:53:59	8748/8748	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c54249-222c%22	https://html.awaikenthemes.com/gitar/images/icon-phone.svg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/icon-phone.svg	(from https://html.awaikenthemes.com/gitar/contact.html)
08:53:59	163499/163499	---M--	200	added ('OK')	image/jpeg	etag:%2267c54241-27eab%22	https://html.awaikenthemes.com/gitar/images/gallery-7.jpg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/gallery-7.jpg	(from https://html.awaikenthemes.com/gitar/image-gallery.html)
08:53:59	26956/26956	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c54249-694c%22	https://html.awaikenthemes.com/gitar/images/icon-mail.svg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/icon-mail.svg	(from https://html.awaikenthemes.com/gitar/contact.html)
08:54:00	19665/19665	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c54249-4cd1%22	https://html.awaikenthemes.com/gitar/images/icon-location.svg	D:/~%20Website%20Work/website-copy/Band%20Template/html.awaikenthemes.com/gitar/images/icon-location.svg	(from https://html.awaikenthemes.com/gitar/contact.html)
